draw_no,strategy,max_match,n_3plus,n_4plus,n_5,cost,payout,profit
1072,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1073,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1074,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1075,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1076,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1077,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1078,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1079,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,900,-1100
1080,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1081,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1082,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1100,-900
1083,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1100,-900
1084,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1085,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1086,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1087,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1088,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1089,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1090,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1091,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1100,-900
1092,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1093,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1094,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1095,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1096,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1100,-900
1097,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1098,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1099,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1100,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1101,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1102,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1103,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1104,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1105,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1106,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1107,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1108,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1109,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1110,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1111,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1112,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1113,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1114,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1115,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1116,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1117,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1118,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1119,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1120,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1121,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1122,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1123,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1124,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1125,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1126,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1127,D_prize_roi_OOS_secondhalf,3,2,0,0,2000,2000,0
1128,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1129,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1130,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1131,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1132,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1133,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1134,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1135,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1136,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1137,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1138,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1139,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1140,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1141,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1142,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1143,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1144,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1145,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1146,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,900,-1100
1147,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,800,-1200
1148,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1149,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1100,-900
1150,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1151,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1100,-900
1152,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1153,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1154,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1155,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1200,-800
1156,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1157,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1158,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1159,D_prize_roi_OOS_secondhalf,3,2,0,0,2000,2000,0
1160,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1161,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1162,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1163,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1164,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1165,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1166,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1167,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1168,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1169,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1170,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1100,-900
1171,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1172,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1173,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,800,-1200
1174,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1175,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1176,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1177,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1178,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1179,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1180,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1181,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1182,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1100,-900
1183,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1184,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1185,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1186,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1187,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1188,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1189,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1190,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1191,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1192,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1193,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1194,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1195,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1196,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1197,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1198,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1199,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1200,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1201,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1202,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1203,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1204,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1205,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1206,D_prize_roi_OOS_secondhalf,3,2,0,0,2000,1800,-200
1207,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1208,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1209,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1210,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1211,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1212,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1213,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1214,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1215,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1216,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1217,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1218,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1219,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1220,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1221,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1222,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1100,-900
1223,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1224,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1225,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1226,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1227,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1228,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1229,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1230,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1231,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1232,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,900,-1100
1233,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1234,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1235,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1236,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1100,-900
1237,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1238,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1239,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1240,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1241,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1242,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1243,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1244,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1245,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1246,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1247,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1248,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1249,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,800,-1200
1250,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1251,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1252,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1253,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1254,D_prize_roi_OOS_secondhalf,4,2,1,0,2000,8700,6700
1255,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1256,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1257,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1258,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1259,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1260,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1261,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1262,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1263,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1264,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,900,-1100
1265,D_prize_roi_OOS_secondhalf,4,2,1,0,2000,11100,9100
1266,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1267,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1100,-900
1268,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1269,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1270,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1271,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1272,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1273,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1274,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1275,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1276,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1277,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1278,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,900,-1100
1279,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1280,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1281,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1282,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1283,D_prize_roi_OOS_secondhalf,4,1,1,0,2000,9600,7600
1284,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1285,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1286,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1287,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1288,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1289,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1100,-900
1290,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1291,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1292,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1293,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1294,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1295,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1296,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1297,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1298,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1299,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1300,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1301,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1302,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1303,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1304,D_prize_roi_OOS_secondhalf,3,2,0,0,2000,2200,200
1305,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1306,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1307,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1308,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1309,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1310,D_prize_roi_OOS_secondhalf,3,2,0,0,2000,2000,0
1311,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1312,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1313,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1314,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1315,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1316,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,800,-1200
1317,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1100,-900
1318,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1319,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1320,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,800,-1200
1321,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1322,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1323,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1324,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1325,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1326,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1327,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1328,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1329,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,900,-1100
1330,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1331,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1332,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1333,D_prize_roi_OOS_secondhalf,4,1,1,0,2000,7800,5800
1334,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1335,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1336,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1100,-900
1337,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1338,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1339,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1340,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1341,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1342,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1343,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1344,D_prize_roi_OOS_secondhalf,3,2,0,0,2000,1800,-200
1345,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,800,-1200
1346,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1347,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,900,-1100
1348,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1349,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1350,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1351,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1352,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1353,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1354,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1355,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1356,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1357,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,900,-1100
1358,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1359,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1200,-800
1360,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1361,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1362,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1363,D_prize_roi_OOS_secondhalf,3,2,0,0,2000,2200,200
1364,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1365,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1366,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1367,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1368,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1369,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1370,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1371,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1372,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1373,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1374,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1375,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1376,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1377,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1378,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1379,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1380,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1381,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1382,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1383,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1384,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1385,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,900,-1100
1386,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1387,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1388,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1389,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1390,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1391,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,900,-1100
1392,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1393,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1394,D_prize_roi_OOS_secondhalf,1,0,0,0,2000,0,-2000
1395,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1396,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1397,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1398,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1399,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1400,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1401,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1402,D_prize_roi_OOS_secondhalf,3,1,0,0,2000,1000,-1000
1403,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
1404,D_prize_roi_OOS_secondhalf,2,0,0,0,2000,0,-2000
