num_a,num_b,observed_count,expected_count,lift,odds_ratio,p_raw,period,p_bonf,sig_bonf,p_holm,sig_holm,p_fdr,sig_fdr
12,16,24,30.193548387096776,0.7948717948717949,0.6280895609188718,0.3102501858601514,full,1.0,False,1.0,False,0.9134515360957742,False
12,17,35,30.193548387096776,1.159188034188034,1.1212839974699558,0.35720678863729965,full,1.0,False,1.0,False,0.9134515360957742,False
12,18,29,30.193548387096776,0.9604700854700853,0.8535906747891284,0.9266235287233359,full,1.0,False,1.0,False,0.9882567450833742,False
12,19,31,30.193548387096776,1.0267094017094016,0.8200397464818993,0.853780704510487,full,1.0,False,1.0,False,0.9659562715264634,False
12,20,34,30.193548387096776,1.1260683760683758,0.9872276046667249,0.4612160308224047,full,1.0,False,1.0,False,0.9204525937013656,False
12,21,28,30.193548387096776,0.9273504273504273,0.728127145044617,0.7823030217496556,full,1.0,False,1.0,False,0.9659562715264634,False
12,22,27,30.193548387096776,0.8942307692307692,0.7021680645671784,0.6450481380209045,full,1.0,False,1.0,False,0.961369821088848,False
12,23,30,30.193548387096776,0.9935897435897435,0.8312195121951219,1.0,full,1.0,False,1.0,False,1.0,False
12,24,32,30.193548387096776,1.0598290598290598,0.9701348747591522,0.7124512001298489,full,1.0,False,1.0,False,0.9659562715264634,False
12,25,23,30.193548387096776,0.7617521367521367,0.6388888888888888,0.2302639891439897,full,1.0,False,1.0,False,0.9134515360957742,False
12,26,21,30.193548387096776,0.6955128205128205,0.6377508361204013,0.09714126221799016,full,1.0,False,1.0,False,0.7528447821894237,False
12,27,31,30.193548387096776,1.0267094017094016,0.8390530925013684,0.853780704510487,full,1.0,False,1.0,False,0.9659562715264634,False
12,28,24,30.193548387096776,0.7948717948717949,0.6663150004164469,0.3102501858601514,full,1.0,False,1.0,False,0.9134515360957742,False
12,29,15,30.193548387096776,0.49679487179487175,0.37180451127819547,0.0031073727670102875,full,1.0,False,1.0,False,0.6424291676522017,False
12,30,35,30.193548387096776,1.159188034188034,1.0041810841983851,0.35720678863729965,full,1.0,False,1.0,False,0.9134515360957742,False
12,31,33,30.193548387096776,1.0929487179487178,0.8585536795157693,0.5804212529492752,full,1.0,False,1.0,False,0.9338957876173459,False
13,14,22,30.193548387096776,0.7286324786324786,0.4823703703703704,0.1409449631431578,full,1.0,False,1.0,False,0.840248818738056,False
13,15,31,30.193548387096776,1.0267094017094016,1.0251004016064258,0.853780704510487,full,1.0,False,1.0,False,0.9659562715264634,False
13,16,38,30.193548387096776,1.2585470085470085,1.0799598911330754,0.16615843884076675,full,1.0,False,1.0,False,0.8490513633072146,False
13,17,25,30.193548387096776,0.8279914529914529,0.6583492772108843,0.4066332644555382,full,1.0,False,1.0,False,0.9134515360957742,False
13,18,30,30.193548387096776,0.9935897435897435,0.8262447701643069,1.0,full,1.0,False,1.0,False,1.0,False
13,19,45,30.193548387096776,1.4903846153846152,1.2911337209302325,0.009670976717344973,full,1.0,False,1.0,False,0.6424291676522017,False
13,20,23,30.193548387096776,0.7617521367521367,0.5452489787978992,0.2302639891439897,full,1.0,False,1.0,False,0.9134515360957742,False
13,21,35,30.193548387096776,1.159188034188034,0.9104422147900408,0.35720678863729965,full,1.0,False,1.0,False,0.9134515360957742,False
13,22,28,30.193548387096776,0.9273504273504273,0.6813417190775681,0.7823030217496556,full,1.0,False,1.0,False,0.9659562715264634,False
13,23,29,30.193548387096776,0.9604700854700853,0.7345847965296426,0.9266235287233359,full,1.0,False,1.0,False,0.9882567450833742,False
13,24,32,30.193548387096776,1.0598290598290598,0.8963963963963963,0.7124512001298489,full,1.0,False,1.0,False,0.9659562715264634,False
13,25,28,30.193548387096776,0.9273504273504273,0.7630013433122241,0.7823030217496556,full,1.0,False,1.0,False,0.9659562715264634,False
13,26,26,30.193548387096776,0.861111111111111,0.7767622090099684,0.5188315085513573,full,1.0,False,1.0,False,0.9243549864995446,False
13,27,29,30.193548387096776,0.9604700854700853,0.7094289441991168,0.9266235287233359,full,1.0,False,1.0,False,0.9882567450833742,False
13,28,30,30.193548387096776,0.9935897435897435,0.8262447701643069,1.0,full,1.0,False,1.0,False,1.0,False
